   2.5120000e-01   1.3712427e-12   2.3554082e-12
   2.5130000e-01   5.6023292e+00   9.6232212e+00
   2.5140000e-01   7.9228900e+00   1.3609290e+01
   2.5150000e-01   5.6023292e+00   9.6232212e+00
   2.5160000e-01  -1.3879760e-12  -2.3841512e-12
   2.5170000e-01  -3.7348862e+00  -6.4154808e+00
   2.5180000e-01  -5.2819267e+00  -9.0728600e+00
   2.5190000e-01  -3.7348862e+00  -6.4154808e+00
   2.5200000e-01   1.2407665e-12   2.1312868e-12
   2.5210000e-01   2.4899241e+00   4.2769872e+00
   2.5220000e-01   3.5212844e+00   6.0485733e+00
   2.5230000e-01  -0.0000000e+00   0.0000000e+00
   2.5240000e-01  -4.1670885e-12  -8.6447436e-12
   2.5250000e-01  -1.7024996e+01  -3.5318838e+01
   2.5260000e-01  -2.4076980e+01  -4.9948380e+01
   2.5270000e-01  -1.7024996e+01  -3.5318838e+01
   2.5280000e-01   4.2179393e-12   8.7502352e-12
   2.5290000e-01   1.1349997e+01   2.3545892e+01
   2.5300000e-01   1.6051320e+01   3.3298920e+01
   2.5310000e-01   1.1349997e+01   2.3545892e+01
   2.5320000e-01  -3.7705824e-12  -7.8221806e-12
   2.5330000e-01  -7.5666648e+00  -1.5697261e+01
   2.5340000e-01  -1.0700880e+01  -2.2199280e+01
   2.5350000e-01  -7.5666648e+00  -1.5697261e+01
   2.5360000e-01   3.1654759e-12   6.5668699e-12
   2.5370000e-01   5.0444432e+00   1.0464841e+01
   2.5380000e-01  -0.0000000e+00   0.0000000e+00
   2.5390000e-01  -1.1396859e-12  -2.3697110e-12
   2.5400000e-01  -4.6562840e+00  -9.6816566e+00
   2.5410000e-01  -6.5849800e+00  -1.3691930e+01
   2.5420000e-01  -4.6562840e+00  -9.6816566e+00
   2.5430000e-01   1.1535934e-12   2.3986285e-12
   2.5440000e-01   3.1041893e+00   6.4544377e+00
   2.5450000e-01   4.3899867e+00   9.1279533e+00
   2.5460000e-01   3.1041893e+00   6.4544377e+00
   2.5470000e-01  -1.0312427e-12  -2.1442287e-12
   2.5480000e-01  -2.0694596e+00  -4.3029585e+00
   2.5490000e-01  -2.9266578e+00  -6.0853022e+00
   2.5500000e-01  -2.0694596e+00  -4.3029585e+00
   2.5510000e-01   8.6574794e-13   1.8001209e-12
   2.5520000e-01   1.3796397e+00   2.8686390e+00
   2.5530000e-01   1.9511052e+00   4.0568681e+00
   2.5540000e-01   1.3796397e+00   2.8686390e+00
   2.5550000e-01  -7.3912743e-13  -1.5368431e-12
   2.5560000e-01  -9.1975980e-01  -1.9124260e+00
   2.5570000e-01  -1.3007368e+00  -2.7045788e+00
   2.5580000e-01  -9.1975980e-01  -1.9124260e+00
   2.5590000e-01   1.6274949e-13   3.3839960e-13
   2.5600000e-01   6.1317320e-01   1.2749507e+00
   2.5610000e-01   8.6715786e-01   1.8030525e+00
   2.5620000e-01   6.1317320e-01   1.2749507e+00
   2.5630000e-01  -1.5977492e-13  -3.3221468e-13
   2.5640000e-01  -4.0878214e-01  -8.4996710e-01
   2.5650000e-01  -5.7810524e-01  -1.2020350e+00
   2.5660000e-01  -4.0878214e-01  -8.4996710e-01
   2.5670000e-01   1.4206935e-13   2.9540008e-13
   2.5680000e-01   2.7252142e-01   5.6664474e-01
   2.5690000e-01   3.8540349e-01   8.0135667e-01
   2.5700000e-01   1.9270175e-01   4.0067834e-01
   2.5710000e-01   1.5168910e-37   2.6481780e-37
   2.5720000e-01   4.9225926e-13   8.5938288e-13
   2.5730000e-01   2.0111672e+00   3.5110822e+00
   2.5740000e-01   2.8442200e+00   4.9654200e+00
   2.5750000e-01   2.0111672e+00   3.5110822e+00
   2.5760000e-01  -4.9826629e-13  -8.6986991e-13
   2.5770000e-01  -1.3407782e+00  -2.3407214e+00
   2.5780000e-01  -1.8961467e+00  -3.3102800e+00
   2.5790000e-01  -1.3407782e+00  -2.3407214e+00
   2.5800000e-01  -1.5032420e-13  -2.6156854e-13
   2.5810000e-01   8.9385211e-01   1.5604810e+00
   2.5820000e-01   1.2640978e+00   2.2068533e+00
   2.5830000e-01   8.9385211e-01   1.5604810e+00
   2.5840000e-01   2.3203661e-14   4.0190073e-14
   2.5850000e-01  -5.9590141e-01  -1.0403206e+00
   2.5860000e-01  -8.4273185e-01  -1.4712356e+00
   2.5870000e-01  -5.9590141e-01  -1.0403206e+00
   2.5880000e-01   0.0000000e+00   0.0000000e+00
   2.5890000e-01  -1.0616790e-11  -2.2023720e-11
   2.5900000e-01  -4.3375804e+01  -8.9979790e+01
   2.5910000e-01  -6.1342650e+01  -1.2725064e+02
   2.5920000e-01  -4.3375804e+01  -8.9979790e+01
   2.5930000e-01   1.0746347e-11   2.2292475e-11
   2.5940000e-01   2.8917203e+01   5.9986527e+01
   2.5950000e-01   4.0895100e+01   8.4833760e+01
   2.5960000e-01   2.8917203e+01   5.9986527e+01
   2.5970000e-01  -9.6065835e-12  -1.9928123e-11
   2.5980000e-01  -1.9278135e+01  -3.9991018e+01
   2.5990000e-01  -2.7263400e+01  -5.6555840e+01
   2.6000000e-01  -1.9278135e+01  -3.9991018e+01
   2.6010000e-01   8.0649102e-12   1.6730040e-11
   2.6020000e-01   1.2852090e+01   2.6660679e+01
   2.6030000e-01   1.8175600e+01   3.7703893e+01
   2.6040000e-01   1.2852090e+01   2.6660679e+01
   2.6050000e-01  -1.1778972e-12  -2.4434578e-12
   2.6060000e-01  -8.5680600e+00  -1.7773786e+01
   2.6070000e-01  -1.2117067e+01  -2.5135929e+01
   2.6080000e-01  -8.5680600e+00  -1.7773786e+01
   2.6090000e-01   1.5160995e-12   3.1450326e-12
   2.6100000e-01   5.7120400e+00   1.1849191e+01
   2.6110000e-01   8.0780444e+00   1.6757286e+01
   2.6120000e-01   5.7120400e+00   1.1849191e+01
   2.6130000e-01  -1.4883898e-12  -3.0875509e-12
   2.6140000e-01  -3.8080267e+00  -7.8994603e+00
   2.6150000e-01  -5.3853630e+00  -1.1171524e+01
   2.6160000e-01  -3.8080267e+00  -7.8994603e+00
   2.6170000e-01   1.3234528e-12   2.7454018e-12
   2.6180000e-01   2.5386844e+00   5.2663069e+00
   2.6190000e-01   3.5902420e+00   7.4476826e+00
   2.6200000e-01   2.5386844e+00   5.2663069e+00
   2.6210000e-01  -1.0945938e-12  -2.2706512e-12
   2.6220000e-01  -1.6924563e+00  -3.5108713e+00
   2.6230000e-01  -2.3934947e+00  -4.9651218e+00
   2.6240000e-01  -1.6924563e+00  -3.5108713e+00
   2.6250000e-01   1.7964718e-13   3.7266435e-13
   2.6260000e-01   1.1283042e+00   2.3405808e+00
   2.6270000e-01   1.5956631e+00   3.3100812e+00
   2.6280000e-01   1.1283042e+00   2.3405808e+00
   2.6290000e-01   8.6527567e-01   1.7949483e+00
   2.6300000e-01   6.2610636e-01   1.2988098e+00
   2.6310000e-01   4.1684918e-01   8.6472176e-01
   2.6320000e-01   2.4355703e-01   5.0524045e-01
   2.6330000e-01   1.1228285e-01   2.3292218e-01
   2.6340000e-01   2.9079531e-02   6.0323264e-02
   2.6350000e-01   0.0000000e+00   0.0000000e+00
   2.6360000e-01   4.7006777e-13   8.2167015e-13
   2.6370000e-01   1.9205020e+00   3.3570036e+00
   2.6380000e-01   2.7160000e+00   4.7475200e+00
   2.6390000e-01   1.9205020e+00   3.3570036e+00
   2.6400000e-01  -4.7580399e-13  -8.3169697e-13
   2.6410000e-01  -1.2803347e+00  -2.2380024e+00
   2.6420000e-01  -1.8106667e+00  -3.1650133e+00
   2.6430000e-01  -1.2803347e+00  -2.2380024e+00
   2.6440000e-01   4.2533997e-13   7.4348675e-13
   2.6450000e-01   8.5355645e-01   1.4920016e+00
   2.6460000e-01   1.2071111e+00   2.1100089e+00
   2.6470000e-01   8.5355645e-01   1.4920016e+00
   2.6480000e-01  -3.5708102e-13  -6.2417132e-13
   2.6490000e-01  -5.6903763e-01  -9.9466773e-01
   2.6500000e-01  -8.0474074e-01  -1.4066726e+00
   2.6510000e-01  -7.0435149e-37  -1.4612706e-36
   2.6520000e-01  -2.2857513e-12  -4.7420942e-12
   2.6530000e-01  -9.3386320e+00  -1.9374231e+01
   2.6540000e-01  -1.3206820e+01  -2.7399300e+01
   2.6550000e-01  -9.3386320e+00  -1.9374231e+01
   2.6560000e-01   2.3136442e-12   4.7999619e-12
   2.6570000e-01   6.2257547e+00   1.2916154e+01
   2.6580000e-01   8.8045467e+00   1.8266200e+01
   2.6590000e-01   6.2257547e+00   1.2916154e+01
   2.6600000e-01   6.9544370e-13   1.4441781e-12
   2.6610000e-01  -4.1505031e+00  -8.6107693e+00
   2.6620000e-01  -5.8696978e+00  -1.2177467e+01
   2.6630000e-01  -4.1505031e+00  -8.6107693e+00
   2.6640000e-01  -1.0658141e-13  -2.2026825e-13
   2.6650000e-01   2.7670021e+00   5.7405128e+00
   2.6660000e-01   3.9131319e+00   8.1183111e+00
   2.6670000e-01   2.7670021e+00   5.7405128e+00
   2.6680000e-01  -2.5359642e-13  -5.2611942e-13
   2.6690000e-01  -1.8446680e+00  -3.8270086e+00
   2.6700000e-01  -2.6087546e+00  -5.4122074e+00
   2.6710000e-01  -1.8446680e+00  -3.8270086e+00
   2.6720000e-01   3.2640998e-13   6.7718081e-13
   2.6730000e-01   1.2297787e+00   2.5513390e+00
   2.6740000e-01   1.7391697e+00   3.6081383e+00
   2.6750000e-01   1.2297787e+00   2.5513390e+00
   2.6760000e-01  -3.2044420e-13  -6.6480400e-13
   2.6770000e-01  -8.1985246e-01  -1.7008927e+00
   2.6780000e-01  -1.1594465e+00  -2.4054255e+00
   2.6790000e-01  -8.1985246e-01  -1.7008927e+00
   2.6800000e-01  -7.9158902e-14  -1.6431301e-13
   2.6810000e-01   5.4656831e-01   1.1339285e+00
   2.6820000e-01   0.0000000e+00   0.0000000e+00
   2.6830000e-01   1.5382206e-12   2.6420353e-12
   2.6840000e-01   6.2845317e+00   1.0794261e+01
   2.6850000e-01   8.8876700e+00   1.5265390e+01
   2.6860000e-01   6.2845317e+00   1.0794261e+01
   2.6870000e-01  -1.5569915e-12  -2.6742760e-12
   2.6880000e-01  -4.1896878e+00  -7.1961739e+00
   2.6890000e-01  -5.9251133e+00  -1.0176927e+01
   2.6900000e-01  -4.1896878e+00  -7.1961739e+00
